Molecule	Protein	Gene	UniProt	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
3309-2	FCG2A	FCGR2A	P12318	2823.7	1956.9	2281.8	2087.1	162.8	4280.3	1759.1	4941.9	3436.3	2054.2	4927	174.2	4982.6	4811.2	3805.8	2689.6	2275	3626.4	2353.2	2410.1	137.6	4619.9	180	2880.5	1859.1	166.2	1867.1	154.4	3461.3	2224.3	167.8	183.2	2734.1	2308.7	1830	150.1	2322.5	2559.7	2393.2	2041.2
3310-62	FCG2B	FCGR2B	P31994	1408.8	813.7	1859.2	3292.8	596	2418.9	777.1	1409	1128.8	876.3	1652.9	636.9	2415.4	3483.9	1316.1	2637.9	799.6	3379.8	969.8	1708.5	694.1	2710.1	694.8	982.1	840.4	2059.8	725	681.9	1114.7	929.1	453.5	632.1	1147.9	1206.8	722.6	560.5	821.9	986.7	1533.2	991.3
3311-27	FCG3B	FCGR3B	O75015	2559.9	3482	3596.2	4725.8	4228.6	2176.9	4551.1	4995.7	3326.3	2977.7	4296.4	5936.5	2456.2	3597.4	3348.2	3403.5	3194.2	3409.7	3556.3	5082	3283.2	2309.6	4986.8	3037.5	3608.8	2670.2	4025.9	5011.2	4418	4274.8	6875.2	3828.5	5468.3	3740.1	2696.5	3114	3256.8	3178.9	4271.8	4298.2
3312-64	FCGR1	FCGR1A	P12314	265.2	328.5	200.8	268.5	190	535.6	235.5	254.1	596.5	308.5	263.6	268.6	437.4	395.3	265.2	203.8	242.2	272.5	239.3	290.3	295.3	250.3	281.8	291.9	257.7	238	246.3	332.5	268.4	265.2	283.3	278.4	568.9	261	236.6	290.1	243.8	267.2	243.7	268.1
3313-21	FCN2	FCN2	Q15485	70246.4	65305.2	51463.1	85741.8	88399.6	68145.6	71781.1	60382.5	81834.7	57788.2	42806.3	74672.8	70777	83633.6	48723.8	30124.6	57626.4	80817.2	73287.2	45506.6	92991.4	88198.2	50679	75519.4	66436.1	84560.8	61638.1	81342	108098.5	74142.8	82375	76085.2	88665.9	73351.1	98231.3	51815.5	105126.6	80440.7	48243.4	64720.7
3314-74	GFRa-1	GFRA1	P56159	746.9	628.3	555.4	713	766.7	623	648.9	682.8	643.5	741.6	628.6	676.7	939.1	682.9	726	432.5	560.4	704.5	607.1	752.3	1194.4	699.8	560.8	1055.9	914.7	662.4	638.7	763.2	878.4	916.7	820.4	780.7	697.9	701.7	607.5	599	519.5	943	609.5	682.6
3315-15	GPC2	GPC2	Q8N158	105.2	116.8	99.5	119.2	142.3	112.7	206.3	102.7	117.1	108.2	99.5	149	174.4	105.7	121.6	80.1	117.4	129.8	115.4	122.1	126.2	116.7	106.7	119	122.1	104.1	134.2	118	102.5	113.4	131.9	133.4	121.9	111.1	123.6	106	108	111.7	105.6	106.9
3316-58	Heparin cofactor II	SERPIND1	P05546	2290.9	1812.4	1779.1	2311.9	1928.4	1760.4	1918	1416.9	1708.4	1626.8	1807	1721.6	2071.1	1513.5	1727.9	1745.9	2068.5	1698.4	1866.8	1649.6	1987.2	1703.4	1764.4	2414.4	2178.8	1419.5	2034.7	1615	1999.6	1814.3	1606	1711.9	1535.8	2030.2	1408.9	1852.9	1880.7	1994.8	1370.3	1758.3
3317-33	HTRA2	HTRA2	O43464	2205	2234.1	1479.7	2616.1	1743.5	2233.9	2303.1	2314.2	2892.9	3533.8	1980.2	3663.3	3198.4	3377.4	2344	1434.2	3558.2	3231.3	3439.9	2952.1	3150.6	2493.5	2159.6	2114.8	2614.1	3035.9	1918.7	4583.9	2649	2529.5	2519	2382.9	3224.1	2505.7	3200.4	3732.8	2941.5	2743.7	3562.7	2051.7
3320-49	IGFBP-7	IGFBP7	Q16270	29159.7	30889.8	29367.7	34387.5	28532.7	24919.9	31076.8	34071.1	30179	27311.4	32138.9	30615.6	29071.5	23089.9	29419.7	30424.5	20593.2	30507	25572.6	41370.1	30342.4	30096.4	30316	31285.9	32774.4	28801	27232	31903.9	30652.4	29100.8	28307.7	27155.7	33092.4	22655.5	26890	25344.4	26335	36185	31552	28839.9
3321-2	IL24	IL24	Q13007	215.4	665.3	214.1	250.5	202.7	294.5	256.5	245.5	321.6	319.9	241.8	266.8	396.8	246.7	232.6	200.3	269.7	316.2	276.9	278.9	267.4	283.5	238.8	243.3	272.6	248.7	232	359.9	224.1	234.2	255.9	222.7	259.2	288	207.7	303.7	250.3	253.9	287.3	226.5
3322-52	LRIG3	LRIG3	Q6UXM1	6308.2	7744.9	3590.5	6325.3	6649.6	7120.6	6263.7	5278.6	7436.3	7682.2	4539.7	7511.3	8031.2	7355.4	7073.2	3624	9279.2	6720.4	5073.5	7239.8	9096.3	6664.8	5672.4	7584.4	6541.5	5942.4	5703.3	6397.5	8182.6	8254.2	6770.1	7240.6	7949.4	5239.3	7121	6349.9	6837.8	7663.1	6798.6	7016.1
3323-37	LRP8	LRP8	Q14114	1810.9	1789.1	956.5	1525.8	1365.9	1471	1483.1	1225.8	1740.5	2173.2	1258.3	2064.8	2029.6	1627.2	2177.7	1206.9	2606.5	2460.1	1706.2	2151.9	1862.9	1696.6	1642.6	1726.4	2046.6	1471.3	1194.4	2026.7	2481.9	1743	2055.2	2209.2	1753.9	1257.8	1624.2	1713.5	2083.7	1557.5	1437.9	1694
3324-51	LY9	LY9	Q9HBG7	3276.2	3245.2	1911.4	3222	3278.1	2622.7	3132.7	2972.6	3873.1	3961.7	1819.1	4467.2	3752.3	3259	5197.6	2464.7	4619.8	4520.3	3711	5296.7	4519.5	2791.3	3694	4505.5	4282.7	3560.7	3121.2	3015.6	4017.2	3623.5	4992	4752.7	4443.3	2913.2	3260.7	3630.8	3922.9	2520.4	3543.9	2553.5
3325-2	MATN2	MATN2	O00339	7909.3	6989.9	9511.5	7092	8178.7	7040.4	8048.9	8960.6	7564.5	8907.9	7503.5	8961.9	7375.1	7646.4	8734.6	7109.5	6636.4	9533.6	7481.2	8752.6	8354.4	9588.1	8413.5	8619	7945.1	9724.9	10416.4	6666.4	7266.1	8590.6	7338.3	8183	9521.2	7854.2	10519.2	9332.6	7768	10851.1	10196	8148.6
3326-58	Nectin-like protein 2	CADM1	Q9BY67	1567	1630.5	1164.7	2180	1800.7	1801.5	1971.2	1437	1980.3	1890.3	1224.7	2260.9	1638.2	1841.9	2546.3	1212.5	2155.7	2375.9	1597.5	2174.8	2311	1888.6	2089.5	2265.2	2314.3	2045.2	1913.3	1995.8	2170	2302.8	2260.3	1727	2984.3	1809.1	2566.4	1709.4	2517.4	2107.5	2263.8	1682.9
3327-27	NET4	NTN4	Q9HB63	5586.7	5160.6	2244.7	4594.3	3822.4	4907.1	4536.8	3934.6	4386.7	4140.4	2722.7	5828.5	4530.9	4364.4	4889.2	2461.6	3606.8	4037.4	4081.7	8439.7	5238	5924.5	4410.6	7302.4	4374.4	4394.6	4065.7	5175.1	5632	4438.1	4645.6	4410.6	5892.4	5640.9	4378.6	4383.5	3682.9	5704.4	4223.5	4112.8
3329-14	PGRP-S	PGLYRP1	O75594	3011	3145	2512.4	3249.9	2123	1944.2	1491.4	719.8	1712.1	4230.5	2253.6	821.7	1628.2	1170.9	1107.2	1228.8	1022	854.3	1403.8	1153.1	2131.2	2801.2	908.6	1030.5	892.5	808.6	1768.5	1649.2	1254.3	2193.2	1179.1	2623	1330.4	1573	1380.4	1064.1	623.8	14981.6	842.6	1289.1
3331-8	RGMB	RGMB	Q6NW40	1444.7	1128.1	1272	1283.4	1349.1	1456.5	1386.2	1466.1	1422.1	1615.1	1441.6	1792.7	1184.5	1233.3	1577.9	1398.1	1653.3	1554.4	1823.5	1417.7	1590.3	1434.4	1675.8	1761.8	1309.2	1499.3	1589.1	1422.8	1293.9	1540.4	1384.3	1779.6	1645.3	1460	1777.7	1796.3	1806.4	1473.5	1683.4	1511.5
3332-57	RGM-C	HFE2	Q6ZVN8	880.1	609.8	761.6	568.6	715.6	729.2	757.9	831.4	764.5	924.8	932.7	1368.9	573.4	654.4	908.7	740.9	1105	679.8	828.3	733.4	902.5	680.9	715.5	897.1	643.2	717.8	686.6	712.2	675.6	789.3	497.5	817.5	652.5	734.9	741.6	780.4	851.6	689.6	681.5	770.2
3336-50	TFPI	TFPI	P10646	49009.9	30283.8	36218.3	32992.6	32389	33542.8	25464.5	33479.8	34636.9	21234.7	28262	29403.2	31059.4	32619.3	26656.2	30293.5	15382.2	22701.2	25136.3	28201.2	35225.6	34330.2	17036.7	30156.4	32926.5	31737.7	37878	39713.6	34568.6	24477.6	26628.9	24177	28388.9	30653.6	28903.1	36260.8	12376.8	31773.8	26933.8	35038.6
3339-33	TSP2	THBS2	P35442	7679.9	7130.5	4288.9	6237.4	5976.1	5788.6	7878.9	5360.7	9120	9535.7	5752	7310	7488.3	4774.8	10835.7	4576.3	7930.8	6280.2	6257.6	10833.6	7676.1	5806.2	9524.1	15563.6	5684.3	9229.9	4590.9	7116.5	7178.7	13146.8	6050	7386.7	9115.7	7428.7	6936.5	5846	18100.9	12050.7	6734.8	4709.8
3340-53	TSP4	THBS4	P35443	27739.8	19513.5	19363.2	19156.3	23496.4	24371	16538.7	22510.1	14985.9	21797.7	26342.2	17329.1	18157.4	21315.8	21365	22564.7	22948.6	17385.8	23410.8	22021.2	25148.4	29554.9	21211.2	41422.1	20446	21624.1	27317.9	23556	18150.2	24989.6	18176.9	28078.4	23279.1	28153.2	22265.8	24536.3	25131.2	26350.3	21100.6	22191.8
3341-33	ABL1	ABL1	P00519	187.9	215	181.3	208.3	183.3	260.2	221.4	195.4	192.6	221.2	205.1	277.3	384.2	200	238.7	174.6	219.2	227.8	201.3	231.4	247.8	236.3	201.4	247.6	223.2	208.4	233	226.7	209.9	220.6	240.9	240.9	208.3	202.6	193.6	202.6	202.3	218.7	195.4	191.8
3342-76	ABL2	ABL2	P42684	289.4	332.1	241.8	442.3	248	436.7	308.9	301.8	332.7	435.1	329.6	358.6	341.5	295.7	339.4	246.1	336.5	467.5	400.6	323.9	332.5	333.5	293.8	324	318.6	304	361.8	372.7	295.5	296.5	322.2	321.5	312.3	302.6	285.9	305.8	287	313.1	285.3	317.3
3343-1	Aminoacylase-1	ACY1	Q03154	1570	1556.9	1567.4	1157.1	2383.1	2279.2	1653	1137.2	2164.2	1924.4	3118.8	1143.9	2446.5	2884.6	1601.8	1928.6	3215.8	902	2578.5	1549.7	2390.3	1339.9	1303.2	2959.2	1249.6	1112	2222.7	1517.9	1606.1	2004.8	2126.2	916.9	1022	2672.7	2766.5	1495.6	2218.8	1005.9	2888.1	1845.5
3344-60	Antithrombin III	SERPINC1	P01008	93920.1	102854.2	107706.4	95455.5	94641	97268.4	92887.9	105177.9	109630.9	102569.8	85755.4	117011.8	98577.9	94228	103896	66525.7	97488.8	102939.9	102127.7	124717.9	107130.3	103335.4	103290.5	88020.7	105434	94784.1	98725.8	100520.9	103898.4	96893.5	93969.8	104541.6	103339.4	87441	99792.2	97156	91108.2	94926.6	103997.6	81165.1
3346-72	AURKB	AURKB	Q96GD4	1360.8	1273.1	1341.7	1394.2	1607.3	1073.3	1361.7	1375.4	1272.8	1124.9	1110.1	919.7	1208.2	1120	1415.4	1289.3	971.7	939.4	1233.8	1088.2	1089.9	1085.3	2048.9	1057.2	1162.3	1040.2	977.5	1041.8	1684	1192.2	991.7	805.3	1152.9	1215.4	1678.2	1256	1359.8	1317.8	1196.7	1362.1
3347-9	BARK1	ADRBK1	P25098	14855	9121.1	8201.3	12406.9	6939.8	9753.5	6395.2	8448.6	13751.2	17839.2	16382.4	19812.7	10260.3	10672	8074	6658.7	22217.8	16741.7	24299.2	14537.9	11345.2	8431.8	4189.7	5531.6	8183	11658.4	14361	27283.7	11654.9	9472.5	12985	6852.4	12632.8	9684.2	11745.6	12493.4	5153	10792.6	13469.5	7523.4
3348-49	BMP-1	BMP1	P13497	8553.3	5671.4	2644.6	7193.4	3697.3	9150.8	8466.6	4150.9	6129.3	5310.9	3690.6	3815.5	9731.9	8478.3	8705.1	2591.6	6350.8	9500.5	3675.6	4775.8	9054.9	10721	3105.2	7084.9	7553.1	6731.9	4937.6	6190.8	5350.7	7143.3	5660.5	6825.5	3765	6069.4	3493.2	4914.5	4932.7	7686.6	3981	7615.7
3350-53	CAMK2A	CAMK2A	Q9UQM7	444.1	475.6	430.5	452	397.8	544.2	399.8	456.1	470.3	497.8	603.5	502.5	452.1	440.2	564	590.6	556.9	913.7	539.5	482	487.1	471.1	424.2	459.9	426.8	438.7	581.8	657.4	504.4	484.4	544.1	452.6	506.9	432.2	1080.9	451.4	481.7	481.2	485.1	437.7
3351-1	CAMK2B	CAMK2B	Q13554	688.7	682	582.7	745.7	510.5	981.1	511.3	539.8	707.8	794.5	1117.3	879.6	664.5	648.5	832.9	1023	944.2	1134	813.1	667.1	670.1	640.6	512	597.2	479.5	638.5	899.8	1232.7	699.5	660.8	892.9	605.9	769	494.4	690	527.5	605.8	695.1	599.3	630.3
3352-80	Carbonic anhydrase 6	CA6	P23280	15458	3486.6	4568.3	1468.7	3493.4	4703.7	6413	4483	4459.7	4320.8	4710	4856.3	4981.7	4806.2	2861.4	3434.7	3901.5	4412	2538.4	2167	9569.8	3363	4240.5	2310.9	1415.5	8888.7	1851.9	2845.2	4416	3902.5	3690.8	3595.4	7228.8	4312.3	3054.5	4431.6	3716.3	1476.3	3194.8	2175.3
3356-50	Carbonic anhydrase VII	CA7	P43166	143.1	152.1	132.1	162.8	124.4	176.1	150.7	140	160.8	164.3	134.5	232.9	383	157.3	173.7	108.8	159	166.6	154.1	263.6	182.1	173.6	149.9	169.6	184.8	149	151.1	158.2	159.8	153.2	214.7	169.1	158.7	142.7	193.3	143.9	146.9	151.7	146.3	148
3357-67	CDK2/cyclin A	CDK2 CCNA2	P24941 P20248	285.7	311.2	286	289.1	272.4	301.8	287.2	309.7	287.9	327.5	275.8	333.1	314.9	276.7	389.6	265.1	413.7	312.2	296	321.9	424.8	655.7	335.7	342.1	346.6	296.4	339	337.6	320.8	320.2	303.7	312.5	312.3	320.4	307.2	302.6	341.1	305.3	304	347.5
3358-51	CDK5/p35	CDK5 CDK5R1	Q00535 Q15078	4482.8	3170.2	3995.9	4401.7	5135.4	2763.9	4242.6	4067	3649.8	2795.3	2673	2120.2	2349.1	3066.8	2550.2	3035	2804.8	2270.1	3759.5	2723.1	2458.5	2764.1	6497	2542.4	2838.8	2885.3	1834	2462.6	5331.6	3069.9	2187.8	1363.1	3168.7	3194.6	5310.1	3574.4	3830	3884	3522.2	3984.7
3359-11	CDK8/cyclin C	CDK8 CCNC	P49336 P24863	2704.5	2278.1	2568.2	2864.6	3167.7	2090	2936.4	2371.5	2564.1	2280.1	2019.8	1936.9	2180.5	2246.6	1933.9	2011.4	2377.6	2324	2861.7	2215.9	1842.3	1986	4047.6	1751.8	2003.3	2102	1777.1	2585.6	3043.4	2266.2	1901.2	1278.5	2236.2	2213.8	3036.3	2591.3	2370.3	2430.2	2676.7	2378.2
3361-26	CLC4K	CD207	Q9UJ71	198.6	215.6	206.8	198.1	238.7	223.9	201.5	209.9	217.6	217.3	188.5	223.4	234.5	200.4	255.3	183.4	215.8	202.3	215.6	223	219.5	232.5	238.3	225.9	227	195.2	218.7	204.3	210.5	222.6	208.4	213.6	220.3	214.5	207.8	222.7	272	214.4	215.8	227
3362-61	CRDL1	CHRDL1	Q9BU40	1580.2	1500.8	2000.6	1551.6	1079.2	1182.4	1705.1	1669.1	1365.4	1800.2	1541.3	1259.6	1969.4	1431.2	1248.8	2062.5	1105.8	1518.6	1484.7	1646	1136.4	1624.2	1609.2	1311.2	1598.5	2093.8	1536.3	1872.7	1283.1	1551.1	1334.8	1668.8	1498.8	1127.8	1830.6	2653.9	1493.9	2158.3	1829.2	1609.5
3363-31	CSK	CSK	P41240	61194.3	45757.2	32261.7	67292.9	44705.2	61503.4	52639.5	79035.3	107677.9	99015.8	83759.4	137493.4	69747.3	78704.8	41191	43890.2	138172.8	112111	121111.7	103974.1	84585.6	57003.9	25345.6	32206.9	68127.8	77936.9	60983.4	157998.6	89497.4	68471.3	76734.4	35309.1	87180.4	61253.8	41894.6	100695.1	30456.7	78325.7	83705.9	45625.4
3364-76	Cathepsin V	CTSV	O60911	774.5	927.8	1010	745.2	544.5	740.8	1013.1	779.2	1248.5	970.5	543.9	1626.3	841.9	1004.2	1322.5	626.7	1573.8	1149.1	1017.7	1624	988.8	1178.5	1186.8	869.3	1254.5	767.2	602.8	571	895.2	1552.6	590	1506.2	1242.3	791.1	743.9	850.8	1071.1	621.3	657.2	916.6
3365-7	Dkk-4	DKK4	Q9UBT3	9640	9634.6	10993.5	3621.9	4384.8	10732.5	4700.9	14157.9	8270.7	4471.9	8973.9	11911.6	7082.7	9374.4	5648.9	7993.4	8263.8	7241	10310.6	6593.2	7385.8	9754.1	5776.2	5573.6	12972.6	9042.7	11561	6621.7	9842.4	8528.2	5361.5	4672.8	6950.4	13223.4	4633.1	14328.3	4280.4	5075.1	12352.4	9930.9
3366-51	ECM1	ECM1	Q16610	32850.5	34547.1	18540.3	22099.1	12640.2	31271.4	69675.4	27081.8	32526.9	35676.8	15710.4	25544.6	38968.3	35615.4	27138.8	11218	21052.1	31104.5	20838.5	24458	26719	40344.7	25870.9	22060.6	31022.8	29776.9	16563.1	32557.5	19309	26750.4	27843.3	32353.2	28219.5	23533.5	21256.8	28227.5	25272.5	33856.8	35449.3	37173.3
3367-8	FETUB	FETUB	Q9UGM5	5602.5	15483.4	10261.6	10861.9	11659.4	6197.6	11718.8	17806.4	13622.6	11771.9	11369.5	10727.7	8268.7	9382.3	11492.4	16709.9	36590.9	15371.1	9930.8	9934.8	13207.8	12787	11386.2	8715	8644.1	12759.8	11034.1	10431.1	10696.9	12895.8	11168.5	13245.1	12534.1	13001	9070.6	12052.7	25273.6	11352.3	9339.4	11799.3
3373-5	Granzyme H	GZMH	P20718	338.6	338.8	379.6	335.6	321.7	432.2	458.6	373.1	332.1	410	394.7	355.4	389.8	321.1	650.1	337.3	330.6	337.1	343.5	368.9	512.1	347.1	371.8	354.3	404.8	334.1	407	395.5	517.3	352.3	349.9	359.7	359.4	354	484.4	13782.5	350.5	350.2	336.2	335.5
3374-49	HCK	HCK	P08631	119.4	126.9	107.9	118.2	115	144.9	123.1	116.5	126.5	128.9	100.4	135	136.4	110.9	146.1	91.1	127.8	135.2	130	145.7	148.1	148.5	129.2	141.8	130.9	122.3	127.4	131.5	125.9	125.8	156.5	144.1	123.9	124.1	125.5	124.2	130.9	124.3	118	137.1
3376-49	IL-17 RD	IL17RD	Q8NFM7	452.9	466.3	408.6	450.2	412.9	442.9	471.2	461.9	480.2	441.5	379.5	418.6	509	521.4	548.5	450.8	467.1	518.3	513	540.9	615.5	530.5	563.1	528.1	557.5	412.8	433.9	455.8	484.7	636.2	434.6	455.7	494.7	505.1	595.4	457.4	520.2	600.9	563.1	471
3378-49	Kallikrein 7	KLK7	P49862	1798.3	1578	1637.5	1250.3	1396.2	1600.7	1505.4	1383.5	2628	1599.2	1635.9	1961.5	1701.3	1227.9	1870.9	1403.6	1492.1	3242.3	1404.2	1965.1	1104.7	1403.3	1693.8	2537.3	1906.7	1207.5	1594.9	1152	1145.9	2105.3	1483.1	2570.5	1073	1170.6	1979.7	1336.9	1666.5	1416.2	1517.9	1325.5
3379-29	KPCI	PRKCI	P41743	980.4	799.9	572.6	834.3	693	932	744.8	631.7	1137.2	1264.1	1515.9	1203.6	860.6	751.9	787.3	760.7	1273.9	1131.1	1344.2	896	955.4	802.1	583.8	602.9	701.2	999.7	1400.2	1863	756.1	1095.3	1052.5	1123.6	827.2	760.2	1098.2	868.8	550.1	879.9	1125.3	775.7
3381-24	LYNB	LYN	P07948	15907.7	12668.3	8834.3	24609.7	10434.6	17884.8	12593.1	20354.1	32007.8	29394.8	35701.7	36716.6	26384.6	27454.4	15730.4	25439.6	33755.8	45257.4	34455.4	26814.4	26965.6	18323.3	6119.9	7435.1	15346.5	20783.3	17569.2	68663.2	15526.2	15871.4	27528.4	11983.6	20539.1	12833.1	8085.6	21160.8	6152.7	21619.4	31722.5	13864.7
3387-1	PAK3	PAK3	O75914	1585	1132	1456.1	1463.9	1787.5	1120.9	1463.2	1393.6	1417.2	1120.1	1070.2	917.1	1013.5	1168.6	1038.3	1260.7	1052.5	915.9	1355.3	1098.7	1021.5	1120.3	2010.6	1122.5	1112.4	1152.2	790.6	1073.4	1740.4	1222.5	1016.4	577.6	1182.8	1268.7	1902.8	1421.2	1340.2	1349.4	1294.8	1409.5
3388-58	PAK7	PAK7	Q9P286	1226.2	1087.4	1281.5	1238.9	1268.7	1080.1	1318.5	1253.8	1176	1024.4	1499.9	944.1	994.2	1074.3	992.6	1232.4	1062.9	1013.1	1798.7	1007.4	1069.2	1948.7	1610.2	950.9	1041	1022.5	1086.2	1184.6	1265.6	1041.3	932.2	734.1	1092	1116.1	1299.7	1206.5	1094.5	1112.9	1190.9	1157.1
3389-7	PCI	SERPINA5	P05154	46523.9	34343.2	41985.4	40200.4	56745	39441.9	37982.2	40519.2	49909.1	58314	43096.5	39132.7	35310.9	46561.9	47723.7	34122.6	42358.9	43784.6	46784.4	42776.8	52805.1	41646.8	44133.1	34520.9	41828.2	43762.2	33886	46349.6	48468.8	48123.9	36907	44561.7	38079.9	55935.9	50595.1	50549.9	46303.2	43223.5	42763	38678.7
3390-72	PIK3CA/PIK3R1	PIK3CA PIK3R1	P42336 P27986	539.4	559.8	405	1163.9	511.3	591.2	558.9	554.2	705.7	916.5	674.2	891.6	686.5	645.3	572.3	461.5	1023.2	1060.5	1149.5	676.2	735.4	712.1	497	526.4	556.9	645.8	739.8	1230.9	697	663.3	632.9	511.1	760.5	619.3	573.2	592.9	569.1	668.9	705.9	570.5
3391-10	PK3CG	PIK3CG	P48736	5704.4	4526.4	5311.6	5776	6994.6	3689.3	5239.3	5127.5	5051.7	4102.1	4164.9	3381.7	3418.8	4407	3240.5	4212.1	4050.8	3775.1	5620.9	3671.6	3460.6	3402.2	8419.5	3476.1	3921	3923.6	3268.2	4385	7098	4215.6	3148.2	1750.3	4651.1	4771.9	6459.6	5359.2	4601.5	5214.5	5319.4	4983.1
3392-68	PKB gamma	AKT3	Q9Y243	25616.1	20766.5	15297.7	27110.1	22917.4	26526.9	22251.3	33270.9	41598.1	43432.2	31372.9	50725.1	31202.8	34643.5	19768.3	19662.4	55677.5	47051.5	49737.1	38969.8	34181.4	25705.9	16044	18986	27070.6	31472.2	22115.9	69513.8	34514.7	28147.3	32282.9	13931.8	36588.3	28544.6	23042	44233.1	19953.1	33108.8	42760.2	24626.5
3394-81	PLK-1	PLK1	P53350	253.7	270.6	249.1	259.7	240.5	348.1	281	253.6	305.6	277.2	245.1	299.7	321.1	250.7	289.4	218.3	279.6	298	262.1	290.9	302.8	316.7	277.1	303.6	300.6	269.1	285.4	299.6	263.1	324.2	289.5	308.2	358.4	310.8	251.8	277.9	275.8	310.3	255.6	262
3396-54	Renin	REN	P00797	34682.4	13035.6	7955.6	12775.1	16751.9	13640.8	8483	7839.5	9532.1	14114.6	6315.7	13238.8	14276	10117.4	10409.3	5301.3	7980.8	7672.6	11700.3	16179.8	30475.3	20604.2	10788.8	10255.8	5603.6	9140.8	14992	11107.1	5935.2	8791.5	11498.9	17359.2	15620.6	10493.6	7316.8	6248.6	4669.1	14653.6	10803.8	13449.4
3397-7	SHP-2	PTPN11	Q06124	7106	5661.6	3362.1	4798.3	4417.5	6027.8	4351.6	4027	4783.4	4398	6392.9	7379.1	3975.1	4897.9	5261.8	7345	5648.9	5723	5950.6	4216.7	5268.9	4214.8	3781.6	4503.6	2849.4	4997	3955.4	6467.5	6049.7	5786.8	16017	5232.5	5219.1	2953.7	3944.2	4459.2	6146	7344.1	5677.9	7806.9
3399-31	STAB2	STAB2	Q8WWQ8	2522.1	2119.1	2433.3	2680.1	3000.6	2046.7	2635.7	2489.7	2392.2	2084	2035.7	1659.9	2005.3	1977.4	2078.8	2460.6	1971.7	1848.9	2506.9	1875.3	1744.2	1944.2	3860.9	1685	1918.3	1992.7	1461.4	2254	3016.4	1997	1696.3	1167.6	2151.7	2152.8	3047.2	2719.8	2405.8	2329.1	2389.5	2387.8
3400-49	TBK1	TBK1	Q9UHD2	218.2	232.8	245.5	209.7	186.8	286.6	222.7	267.5	219.1	235.2	263.4	260.1	251.5	210.8	276.8	255	261	249.4	257.4	254.6	260.4	381.1	219.8	223.8	253.8	224.3	284.1	273.9	212.6	238.8	267	285.1	214.4	292.8	214.3	326.3	207	229.9	251.5	221.2
3401-8	TCPTP	PTPN2	P17706	351.5	396	304.8	344	359.8	335.4	338.3	316.2	337.8	358.8	296.9	325.1	338.8	309.2	1153.1	308.5	325.3	326.4	317.8	349.9	364	348.5	403.4	351.2	339.2	318	329.3	345.4	451.7	345.7	345.1	292.5	354.3	318.2	356.3	327.4	387.2	346.4	348.9	343.8
3403-1	TPSB2	TPSB2	P20231	4610.9	5995.3	2312.8	9985.3	2189.2	2749.3	10194.4	3591.9	1730.1	2150.7	4848.1	13978.4	5739.9	6668.7	6784.8	1734.1	10156	14329.1	2350.7	10062	14072.6	7567.1	5059.6	5030.1	6951	3707.4	7791.3	12991.5	3155.5	3875.8	11833.7	3234.6	12003.7	9548.6	10600.1	17787.6	5630.9	17414.3	6549.8	8395.6
3404-51	TPSG1	TPSG1	Q9NRR2	249	259.1	204.7	255.7	234.3	250.1	234.6	250.2	298.6	245.7	231.7	271.4	326.5	230.8	300.4	222.8	253.2	255.2	270.2	267.7	311	281.2	273.1	312.7	255.4	238.9	250.2	270	239.7	310	280.6	343	283.9	250.4	246.6	223.2	264.3	280.6	275.8	245
3405-6	UFC1	UFC1	Q9Y3C8	10531.6	9835.4	5651.9	10895.2	9297.2	12178.6	10570	10732.7	16113.4	17172.6	14889.7	18491.4	11741	11333.6	11417.4	8948	20613.7	18662.1	21822.2	17797.5	13891.8	11729.3	7923.7	8889.4	10526.3	13531.3	11919.6	25311.4	12899.4	12514.9	14300.2	10996.6	14516	10484.3	10522.4	12901.1	8421.1	13850.7	14934.5	11148
3412-7	Bcl-2	BCL2	P10415	809.5	766.3	755.8	790.7	765.3	958.4	772.9	812.5	880.7	736.4	1017.2	842.2	936.2	926.2	713.5	728.5	843.5	720.7	912.1	758.8	746.5	695.2	851.6	660	684.5	778.9	972.3	1169.4	774.6	766.8	793.3	668.1	748.8	720.4	872.4	857.2	666.8	815.6	907	827.7
3413-50	BFL1	BCL2A1	Q16548	1278.9	1349	1666.7	1222.4	1021.7	1436.3	1112.8	1254.7	1253.6	1341.1	2525.2	1282.4	1095.7	1018.4	1302.5	3857.7	1128.7	1113.7	1360.3	1076.9	1098.4	1072.9	1056.8	1063.6	1318.2	1066	1700.8	1320.9	1080.6	1166.8	1395.5	1228.6	1096.2	1182.1	1088.9	1270.2	1047.3	983.8	1489.1	1143.4
3414-40	BMX	BMX	P51813	375	402.4	394.1	382.8	350.7	441.3	456.3	410.3	413.9	382.9	442.7	460.2	399.1	373.8	424.7	407.3	460.5	493.8	410.2	386.8	494.6	425	385.7	458.1	471.5	404.6	470	533.5	390.6	420.7	447	424.5	377.3	547.1	365.1	417.7	483.3	394	403.1	391.5
3415-61	BSP	IBSP	P21815	1297.5	1326.5	1064.8	1778.2	1476.5	1273.2	1704	1246.1	1649.2	1714.4	1005.2	1674.5	4634	1440.5	1993.1	1007.4	1515.5	1429	1228.5	2223.3	1582.8	1136	3294.3	1434.2	1664.6	1079.2	1410.2	1488.8	2185.8	1287.3	2447.5	1877.1	1877.8	970.8	1681.2	1335.4	1687.7	1689.5	1003.6	1419.7
